date,price
2025-02-13,3.999590195336798
2025-02-14,3.946698593687052
2025-02-15,4.068443469572442
2025-02-16,4.004284066026722
2025-02-17,3.927634388603721
2025-02-18,3.993322680357987
2025-02-19,4.037024081340025
2025-02-20,4.070672909707417
2025-02-21,4.104575279607536
2025-02-22,4.100042112580983
2025-02-23,4.042408489636095
2025-02-24,4.043158402471981
2025-02-25,3.998730339125517
2025-02-26,4.053439162474845
2025-02-27,4.040817358928979
2025-02-28,3.98748916646569
2025-03-01,3.9644076553107737
2025-03-02,3.985385181911573
2025-03-03,3.947763348087596
2025-03-04,3.8946317636978725
2025-03-05,3.9054546357316497
2025-03-06,3.9163542693424356
2025-03-07,3.8821393181644304
2025-03-08,3.8500786591715928
2025-03-09,3.8602032947573135
2025-03-10,3.769519873611736
2025-03-11,3.6812736864934053
2025-03-12,3.6343686725625215
2025-03-13,3.617763482804073
2025-03-14,3.632619576084215
2025-03-15,3.7173425884454505
2025-03-16,3.765003805181834
2025-03-17,3.7516091327282917
2025-03-18,3.746669799598392
2025-03-19,3.682719677064386
2025-03-20,3.6778105282491045
2025-03-21,3.656692649258159
2025-03-22,3.6722574022227064
2025-03-23,3.618825184953829
2025-03-24,3.6461876151525625
2025-03-25,3.734353589276979
2025-03-26,3.72402961971383
2025-03-27,3.7443339623840286
2025-03-28,3.781944241230957
2025-03-29,3.75407265226207
