date,storage
2024-06-13,1491.2416212552712
2024-06-14,1491.2416212552712
2024-06-15,1491.2416212552712
2024-06-16,1491.2416212552712
2024-06-17,1491.2416212552712
2024-06-18,1491.2416212552712
2024-06-19,1491.2416212552712
2024-06-20,1720.0103076786493
2024-06-21,1720.0103076786493
2024-06-22,1720.0103076786493
2024-06-23,1720.0103076786493
2024-06-24,1720.0103076786493
2024-06-25,1720.0103076786493
2024-06-26,1720.0103076786493
2024-06-27,1819.2917026182683
2024-06-28,1819.2917026182683
2024-06-29,1819.2917026182683
2024-06-30,1819.2917026182683
2024-07-01,1819.2917026182683
2024-07-02,1819.2917026182683
2024-07-03,1819.2917026182683
2024-07-04,2128.576850246501
2024-07-05,2128.576850246501
2024-07-06,2128.576850246501
2024-07-07,2128.576850246501
2024-07-08,2128.576850246501
2024-07-09,2128.576850246501
2024-07-10,2128.576850246501
2024-07-11,2292.612510173479
2024-07-12,2292.612510173479
2024-07-13,2292.612510173479
2024-07-14,2292.612510173479
2024-07-15,2292.612510173479
2024-07-16,2292.612510173479
2024-07-17,2292.612510173479
2024-07-18,2447.3862570744573
2024-07-19,2447.3862570744573
2024-07-20,2447.3862570744573
2024-07-21,2447.3862570744573
2024-07-22,2447.3862570744573
2024-07-23,2447.3862570744573
2024-07-24,2447.3862570744573
2024-07-25,2596.74487407834
2024-07-26,2596.74487407834
2024-07-27,2596.74487407834
2024-07-28,2596.74487407834
2024-07-29,2596.74487407834
2024-07-30,2596.74487407834
2024-07-31,2596.74487407834
2024-08-01,2721.9692175061004
2024-08-02,2721.9692175061004
2024-08-03,2721.9692175061004
2024-08-04,2721.9692175061004
2024-08-05,2721.9692175061004
2024-08-06,2721.9692175061004
2024-08-07,2721.9692175061004
2024-08-08,2915.9618975417384
2024-08-09,2915.9618975417384
2024-08-10,2915.9618975417384
2024-08-11,2915.9618975417384
2024-08-12,2915.9618975417384
2024-08-13,2915.9618975417384
2024-08-14,2915.9618975417384
2024-08-15,3079.4763352112764
2024-08-16,3079.4763352112764
2024-08-17,3079.4763352112764
2024-08-18,3079.4763352112764
2024-08-19,3079.4763352112764
2024-08-20,3079.4763352112764
2024-08-21,3079.4763352112764
2024-08-22,3168.5202961190716
2024-08-23,3168.5202961190716
2024-08-24,3168.5202961190716
2024-08-25,3168.5202961190716
2024-08-26,3168.5202961190716
2024-08-27,3168.5202961190716
2024-08-28,3168.5202961190716
2024-08-29,3323.339250582495
2024-08-30,3323.339250582495
2024-08-31,3323.339250582495
2024-09-01,3323.339250582495
2024-09-02,3323.339250582495
2024-09-03,3323.339250582495
2024-09-04,3323.339250582495
2024-09-05,3378.921899615075
2024-09-06,3378.921899615075
2024-09-07,3378.921899615075
2024-09-08,3378.921899615075
2024-09-09,3378.921899615075
2024-09-10,3378.921899615075
2024-09-11,3378.921899615075
2024-09-12,3395.3216934367856
2024-09-13,3395.3216934367856
2024-09-14,3395.3216934367856
2024-09-15,3395.3216934367856
2024-09-16,3395.3216934367856
2024-09-17,3395.3216934367856
2024-09-18,3395.3216934367856
2024-09-19,3481.598694801452
2024-09-20,3481.598694801452
2024-09-21,3481.598694801452
2024-09-22,3481.598694801452
2024-09-23,3481.598694801452
2024-09-24,3481.598694801452
2024-09-25,3481.598694801452
2024-09-26,3390.5877189304374
2024-09-27,3390.5877189304374
2024-09-28,3390.5877189304374
2024-09-29,3390.5877189304374
2024-09-30,3390.5877189304374
2024-10-01,3390.5877189304374
2024-10-02,3390.5877189304374
2024-10-03,3558.4193210284047
2024-10-04,3558.4193210284047
2024-10-05,3558.4193210284047
2024-10-06,3558.4193210284047
2024-10-07,3558.4193210284047
2024-10-08,3558.4193210284047
2024-10-09,3558.4193210284047
2024-10-10,3496.0700542938907
2024-10-11,3496.0700542938907
2024-10-12,3496.0700542938907
2024-10-13,3496.0700542938907
2024-10-14,3496.0700542938907
2024-10-15,3496.0700542938907
2024-10-16,3496.0700542938907
2024-10-17,3358.310382739489
2024-10-18,3358.310382739489
2024-10-19,3358.310382739489
2024-10-20,3358.310382739489
2024-10-21,3358.310382739489
2024-10-22,3358.310382739489
2024-10-23,3358.310382739489
2024-10-24,3464.997598292203
2024-10-25,3464.997598292203
2024-10-26,3464.997598292203
2024-10-27,3464.997598292203
2024-10-28,3464.997598292203
2024-10-29,3464.997598292203
2024-10-30,3464.997598292203
2024-10-31,3252.8319832399225
2024-11-01,3252.8319832399225
2024-11-02,3252.8319832399225
2024-11-03,3252.8319832399225
2024-11-04,3252.8319832399225
2024-11-05,3252.8319832399225
2024-11-06,3252.8319832399225
2024-11-07,3172.288171598253
2024-11-08,3172.288171598253
2024-11-09,3172.288171598253
2024-11-10,3172.288171598253
2024-11-11,3172.288171598253
2024-11-12,3172.288171598253
2024-11-13,3172.288171598253
2024-11-14,3070.9761784985344
2024-11-15,3070.9761784985344
2024-11-16,3070.9761784985344
2024-11-17,3070.9761784985344
2024-11-18,3070.9761784985344
2024-11-19,3070.9761784985344
2024-11-20,3070.9761784985344
2024-11-21,2920.866515461723
2024-11-22,2920.866515461723
2024-11-23,2920.866515461723
2024-11-24,2920.866515461723
2024-11-25,2920.866515461723
2024-11-26,2920.866515461723
2024-11-27,2920.866515461723
2024-11-28,2808.610673312178
2024-11-29,2808.610673312178
2024-11-30,2808.610673312178
2024-12-01,2808.610673312178
2024-12-02,2808.610673312178
2024-12-03,2808.610673312178
2024-12-04,2808.610673312178
2024-12-05,2644.230336333288
2024-12-06,2644.230336333288
2024-12-07,2644.230336333288
2024-12-08,2644.230336333288
2024-12-09,2644.230336333288
2024-12-10,2644.230336333288
2024-12-11,2644.230336333288
2024-12-12,2464.842104415629
2024-12-13,2464.842104415629
2024-12-14,2464.842104415629
2024-12-15,2464.842104415629
2024-12-16,2464.842104415629
2024-12-17,2464.842104415629
2024-12-18,2464.842104415629
2024-12-19,2284.562082430218
2024-12-20,2284.562082430218
2024-12-21,2284.562082430218
2024-12-22,2284.562082430218
2024-12-23,2284.562082430218
2024-12-24,2284.562082430218
2024-12-25,2284.562082430218
2024-12-26,2125.1091120191695
2024-12-27,2125.1091120191695
2024-12-28,2125.1091120191695
2024-12-29,2125.1091120191695
2024-12-30,2125.1091120191695
2024-12-31,2125.1091120191695
2025-01-01,2125.1091120191695
2025-01-02,2002.559289527483
2025-01-03,2002.559289527483
2025-01-04,2002.559289527483
2025-01-05,2002.559289527483
2025-01-06,2002.559289527483
2025-01-07,2002.559289527483
2025-01-08,2002.559289527483
2025-01-09,1802.061513573701
2025-01-10,1802.061513573701
2025-01-11,1802.061513573701
2025-01-12,1802.061513573701
2025-01-13,1802.061513573701
2025-01-14,1802.061513573701
2025-01-15,1802.061513573701
2025-01-16,1618.115798306971
2025-01-17,1618.115798306971
2025-01-18,1618.115798306971
2025-01-19,1618.115798306971
2025-01-20,1618.115798306971
2025-01-21,1618.115798306971
2025-01-22,1618.115798306971
2025-01-23,1366.2981423157098
2025-01-24,1366.2981423157098
2025-01-25,1366.2981423157098
2025-01-26,1366.2981423157098
2025-01-27,1366.2981423157098
2025-01-28,1366.2981423157098
2025-01-29,1366.2981423157098
2025-01-30,1310.6621106888313
2025-01-31,1310.6621106888313
2025-02-01,1310.6621106888313
2025-02-02,1310.6621106888313
2025-02-03,1310.6621106888313
2025-02-04,1310.6621106888313
2025-02-05,1310.6621106888313
2025-02-06,1125.4812221260072
2025-02-07,1125.4812221260072
2025-02-08,1125.4812221260072
2025-02-09,1125.4812221260072
2025-02-10,1125.4812221260072
2025-02-11,1125.4812221260072
2025-02-12,1125.4812221260072
2025-02-13,914.7474355955229
2025-02-14,914.7474355955229
2025-02-15,914.7474355955229
2025-02-16,914.7474355955229
2025-02-17,914.7474355955229
2025-02-18,914.7474355955229
2025-02-19,914.7474355955229
2025-02-20,865.5011251469206
2025-02-21,865.5011251469206
2025-02-22,865.5011251469206
2025-02-23,865.5011251469206
2025-02-24,865.5011251469206
2025-02-25,865.5011251469206
2025-02-26,865.5011251469206
2025-02-27,660.9743248918852
2025-02-28,660.9743248918852
2025-03-01,660.9743248918852
2025-03-02,660.9743248918852
2025-03-03,660.9743248918852
2025-03-04,660.9743248918852
2025-03-05,660.9743248918852
2025-03-06,707.9956769620732
2025-03-07,707.9956769620732
2025-03-08,707.9956769620732
2025-03-09,707.9956769620732
2025-03-10,707.9956769620732
2025-03-11,707.9956769620732
2025-03-12,707.9956769620732
2025-03-13,597.6199778488742
2025-03-14,597.6199778488742
2025-03-15,597.6199778488742
2025-03-16,597.6199778488742
2025-03-17,597.6199778488742
2025-03-18,597.6199778488742
2025-03-19,597.6199778488742
2025-03-20,530.1552396242886
2025-03-21,530.1552396242886
2025-03-22,530.1552396242886
2025-03-23,530.1552396242886
2025-03-24,530.1552396242886
2025-03-25,530.1552396242886
2025-03-26,530.1552396242886
2025-03-27,491.8043865581023
2025-03-28,491.8043865581023
2025-03-29,491.8043865581023
