date,weather_TAVG,weather_TMAX,weather_TMIN,weather_PRCP,weather_SNOW,weather_AWND
2024-04-27,54.32962977816766,56.556950265257804,49.433001877591614,0.0,0.0,5.160876815877056
2024-04-28,47.13371142212711,51.8005792922682,39.33040211525364,0.20681898051933728,0.0,3.992265816856971
2024-04-29,53.32424595008512,56.701405985960804,50.17520469513166,0.0,0.0,4.304714196219388
2024-04-30,50.03335368022108,57.97337197578516,43.6080524212673,0.0,0.0,1.0170579905629094
2024-05-01,50.56153575600201,53.07161477199108,46.718145017981584,0.0,0.0,0.8228829074049434
2024-05-02,48.39624154816489,54.577973760863706,45.49077785464555,0.0,0.0,1.5279606908216326
2024-05-03,54.09412945283042,61.02460510825165,46.404300905662886,0.8657924781137114,0.0,1.1471473555203648
2024-05-04,42.54122397686069,47.756557069369634,37.769579466557055,0.0,0.0,4.724164499465624
2024-05-05,52.45063929811257,56.611023202545425,50.17532642695977,0.4707455936531734,0.0,0.6023290952635784
2024-05-06,45.79085945425899,48.056981834045814,41.87279425825504,0.0,0.0,2.7728935177115783
2024-05-07,51.995089402667,57.55217439771384,44.82155011111113,0.0,0.0,2.5230684063239956
2024-05-08,50.657219473309375,57.60273394845015,47.48685871302755,0.0,0.0,0.9847355286701786
2024-05-09,49.62928129566974,52.93491376643092,47.332559512272795,0.0,0.0,3.45691763472695
2024-05-10,48.66487704082029,51.47878054581472,45.645479079598466,0.0,0.0,7.765371944492003
2024-05-11,52.58108276368533,58.21155385893711,46.714000954827405,0.0,0.0,8.05991452117549
2024-05-12,43.60471874643955,48.82926732005521,35.66277288016204,0.0,0.0,3.239295993108228
2024-05-13,43.258937541127864,46.0467713495386,40.427888612885866,0.0,0.0,4.7875066509694735
2024-05-14,42.6541173945296,48.130364098952384,39.95001416450221,0.0,0.0,1.0066762527780126
2024-05-15,47.02230562164396,52.862329548291434,43.43599190630712,0.0,0.0,4.046952566858424
2024-05-16,39.98055030320327,43.17563741588251,37.158484588833986,0.0,0.0,3.5094396913341885
2024-05-17,46.54893495220048,52.553657955317874,39.41354975628165,0.0,0.0,8.839616993483695
2024-05-18,42.29384541699044,48.72919613336075,35.65849945965806,0.0,0.0,4.731866911498393
2024-05-19,39.60619497798508,42.836989320696844,32.698660803166966,0.0,0.0,0.7621284803130557
2024-05-20,39.23323938121532,42.68947831708419,34.542430047272155,0.3528500746374013,0.0,3.9851145260794816
2024-05-21,39.739069545490054,46.265215177113454,31.944282332009237,0.0,0.0,3.785123899121061
2024-05-22,37.34135192312696,39.89123045383925,30.604283884453146,0.0,0.0,5.1825455507014775
2024-05-23,43.018792099719356,47.527655062950444,35.328415132925514,0.0,0.0,5.293789062006243
2024-05-24,43.71563704120048,50.57098097021235,40.73596194390155,0.01696864716521976,0.0,2.084150641905171
2024-05-25,43.727169084354415,47.65684497202603,37.183569071579505,0.0,0.0,0.4962226804343203
2024-05-26,38.669697727114716,41.403670263090184,31.499189577543945,0.0,0.0,3.8265660783496998
2024-05-27,41.17814979284388,45.48718714903517,37.50449382331443,0.15796396498710055,0.0,1.0527386719534892
2024-05-28,39.982473343391234,44.8131245195695,37.45647382965488,0.37802049256602976,0.0,5.645309409402079
2024-05-29,41.76132892823202,45.05046195308854,37.109402356520846,0.0,0.0,1.6873208411113882
2024-05-30,40.74865653516714,42.80529548291568,33.91992374368618,0.0,0.0,1.8830670653963522
2024-05-31,39.419785799031104,43.606583625950094,34.425517096449425,0.03686715897362733,0.0,5.32586610340076
2024-06-01,33.316414071075016,36.09439698320107,26.12552854808323,0.0,0.0,0.7305511410241997
2024-06-02,38.141892516529055,41.10887777490189,30.704002118483597,0.0,0.0,2.5434763235787132
2024-06-03,38.73221989973017,45.43175901205776,33.54605004317652,0.0,0.0,5.095953621227096
2024-06-04,36.08106960110316,40.716589413326936,34.02666692177394,0.0,0.0,5.3191878488506035
2024-06-05,37.13156619260094,40.64632341357874,30.56696057292984,0.0,0.0,4.0039276380711595
2024-06-06,33.82309777120058,37.5006234006664,27.772189085430547,0.0,0.0,5.55320971218909
2024-06-07,36.54717652408209,42.429947615047546,33.46017935560449,0.0,0.0,3.4141795640482537
2024-06-08,38.825920019956115,46.364176576449026,31.79102298180125,0.0,0.0,4.579909329698424
2024-06-09,43.381474302199884,51.36004129542046,39.72647144581998,0.0,0.0,2.198422075983017
2024-06-10,33.890367664384364,38.78049478889335,27.09029679638595,0.0,0.0,2.0531090301710138
2024-06-11,36.67904585941727,42.1408926629849,31.982361851377895,0.0,0.0,7.5960461903082095
2024-06-12,33.697358680922875,35.89515788306744,27.89384095902259,0.0,0.0,7.308049058496619
2024-06-13,36.14324000899875,44.05150990706856,33.92818703786094,0.0,0.0,2.1431655890196413
2024-06-14,35.59733745793701,43.54597257401346,32.83603238066799,1.0940676099743438,0.0,0.8486993005968073
2024-06-15,38.623272608066756,42.05779913423187,35.17141214053954,0.0,0.0,4.077433573441915
2024-06-16,38.911526991431614,44.97668563487783,32.485802955158825,0.0,0.0,3.8427447241815926
2024-06-17,36.35074448911936,42.77578664291592,31.756135987490175,0.0,0.0,2.4096441737107765
2024-06-18,35.400522732349515,41.58409852181954,30.179801275278383,0.0,0.0,4.186241769964361
2024-06-19,39.1937347449892,44.5324160648413,35.25834878776445,0.0,0.0,2.799980899822916
2024-06-20,36.07268925210431,41.01192050443793,31.506104965994318,0.0,0.0,1.1364710538450007
2024-06-21,39.99030797231719,44.590596562244585,34.190227560172154,0.47999171082588926,0.0,4.642677937223069
2024-06-22,30.455267058383328,35.8980424344703,27.350473462459824,0.0,0.0,2.4675889451704056
2024-06-23,40.628391639253394,46.82048297497352,36.11121122349354,0.019866779781890886,0.0,5.107223759602226
2024-06-24,33.36316954246224,39.97929640325806,27.299295455944062,0.0,0.0,8.41384899639509
2024-06-25,31.89980585298606,37.79982176930145,24.808415905758114,0.0,2.1372659018354856,3.4882242487192667
2024-06-26,34.9761891125556,38.084560883537954,30.475858597955632,0.0,0.0,4.935148055235908
2024-06-27,31.579595790175034,38.63572193084647,25.14455076598485,0.0,0.0,7.599471039089938
2024-06-28,36.74659578846774,40.66663471041545,34.30318313704824,0.0,0.0,4.21829477961913
2024-06-29,33.629749406013566,37.30567206245597,28.367314836035938,0.24699833669162852,0.0,3.220260301644938
2024-06-30,35.866485883346776,39.56708324360269,31.83188862862513,0.0,0.0,5.417573199061594
2024-07-01,32.06798386748514,37.09329223751312,27.38540482677422,0.05383161420926745,0.0,5.788772206247862
2024-07-02,34.33711179354139,40.567091854799564,31.38930751565262,0.0,0.0,4.399665137962027
2024-07-03,35.30847627627542,41.89847274640082,32.38676544152581,0.0,0.0,5.619958025288888
2024-07-04,34.47462425681364,40.7232530145337,29.545341409244635,0.0,0.0,2.738197371984524
2024-07-05,39.84550952453864,42.11865064256343,34.010281124213236,0.0,0.0,3.0836122708005433
2024-07-06,36.86788157839408,41.00660293858447,29.746897236131336,0.0,0.0,1.5034230834611992
2024-07-07,35.77002990760745,41.98428013466477,28.227521525012627,0.6105351461629619,0.0,2.295101498272963
2024-07-08,29.646790543928077,34.99386112779879,23.29482215773169,0.0,0.0,4.179126484808714
2024-07-09,36.41704730477748,44.08737959933511,32.38458975177871,0.0,0.0,2.9619221312575053
2024-07-10,39.06578406278269,45.05433226859658,34.59901850907856,0.0,0.0,7.66749720305567
2024-07-11,33.371067708811644,40.92862422641205,27.68392718286499,0.14197781482842448,0.0,2.008355674743275
2024-07-12,34.93825022287953,38.600281135047304,28.459278788203953,0.21063323274763343,0.0,4.21538948333779
2024-07-13,26.557109828371466,33.18537948301949,21.640661553618386,0.0,0.0,4.780494364507732
2024-07-14,32.00712012242731,34.82204849001683,25.967522890368123,0.0,0.0,8.593581343352405
2024-07-15,29.610171601485092,35.758987557875905,25.77939496025522,0.0,0.0,2.130575222229329
2024-07-16,36.301533195138276,42.09212415285724,33.38789423085808,0.0,0.0,11.962720506907877
2024-07-17,35.673895639554765,41.67688219039847,31.185795870482085,0.0,0.0,1.7284525393260468
2024-07-18,35.95108419200446,42.987896940554315,33.66172671312576,0.0,0.0,6.929601102232015
2024-07-19,35.11007615897093,40.07942035115322,30.95194778970888,0.0,0.0,7.466611193488273
2024-07-20,39.63917477983419,45.760247023118474,35.40186680906961,0.0,0.0,8.797151057672412
2024-07-21,33.05255839123329,36.758352367847806,25.402368908284558,0.0,0.0,2.459267626133975
2024-07-22,36.70612181388685,41.58525519968978,32.79132008446757,0.0,0.0,1.9392586022402152
2024-07-23,38.90346313684262,46.23873714359982,31.778802090095425,1.4081336004203815,0.0,2.123368449825527
2024-07-24,36.7701361070809,42.90903445340524,32.322470148806474,0.0,0.0,5.713774350867671
2024-07-25,37.23810766206679,39.81605477724391,29.949059489814644,0.362262561740986,0.0,4.809581499692824
2024-07-26,35.245534334486,37.853453610717565,27.733497896073754,0.2765580539080782,0.0,4.516384947844884
2024-07-27,36.93418450713083,41.73671353322413,34.74837291686323,0.0,0.0,0.9328172254304253
2024-07-28,40.32043995566473,47.489697756660604,34.91607322375756,0.0,0.0,3.5285391671546407
2024-07-29,32.34120390528182,37.566629770490415,25.031015641515893,0.0,0.0,1.601381115574548
2024-07-30,38.16754550119213,43.755520339346326,31.39744348710741,0.0,0.0,4.802631853106551
2024-07-31,37.13879738487875,42.91592117972215,32.74911400498858,0.0,0.0,9.550416651893423
2024-08-01,38.93802770841455,41.901432582478535,33.20305319449992,0.07616639982475741,0.0,5.258154110890562
2024-08-02,44.733613748013425,51.641610615322854,40.898466122205775,0.0,0.0,4.767107453381315
2024-08-03,38.34684532754227,43.339874695521935,32.779581335329006,0.0,0.0,1.1384957842221648
2024-08-04,44.434980024412056,46.91179705446579,39.70795657581414,0.0,0.0,2.015442288707742
2024-08-05,43.555282918335465,48.72699762508762,38.927262633312985,0.03970128792473698,0.0,5.157993334742199
2024-08-06,40.63883882835808,43.317155516602156,33.5982994437277,0.0,0.0,2.6838184642492466
2024-08-07,41.112466205283994,47.53085291595748,34.482726419483456,0.0,0.0,15.032471084802438
2024-08-08,41.703969274446095,46.194195880857556,34.07548540860008,0.0,0.0,3.566234271529884
2024-08-09,39.000890411137,42.93850974974934,36.8204319784448,0.27992162560199607,0.0,2.4236146118418618
2024-08-10,43.67999596941423,46.533720918068916,39.48280122844592,0.0,0.0,8.013952896074775
2024-08-11,40.2912972932531,47.5190386753946,34.836268488706665,0.5620890254366165,0.0,2.739902741689921
2024-08-12,42.5732690804356,44.91474015669915,38.9533079054591,0.0,0.0,1.175142145544823
2024-08-13,36.221446339571585,42.009647255238164,32.39235974437387,0.0,0.0,1.7344315753393795
2024-08-14,40.5693178973053,46.69821372885175,36.79240774235204,0.0,0.0,1.7743027409641203
2024-08-15,45.12073243968644,52.92507429334232,41.722007652234375,0.0,0.0,4.871274491210023
2024-08-16,40.50764445032189,44.61041916537165,34.139235824786084,0.0,0.0,0.3062496210999246
2024-08-17,45.2487543397374,51.14324428330066,42.01508271745574,0.0,0.0,0.845237228279522
2024-08-18,43.10010846743916,46.49948589483709,40.270887196062,0.0,0.0,1.3036677915731667
2024-08-19,47.97319666709749,51.73828214119189,44.833908137201504,0.0,0.0,1.919548176036293
2024-08-20,49.16341766345632,55.990984277162056,42.11613790724465,0.0,0.0,12.314269070514943
2024-08-21,46.315079395198445,51.540960555366354,43.1259021725172,0.7478983338928408,0.0,0.9196091593080463
2024-08-22,46.135884844399506,48.18488102981721,39.174194089452875,0.33241066314121476,0.0,3.073986291242936
2024-08-23,46.705624088302926,52.05819854542115,40.64812334221898,0.0,0.0,5.841030746584868
2024-08-24,46.92923727461711,52.39241309268677,39.84030719370214,0.0,0.0,10.458151493055048
2024-08-25,50.983103747868356,56.234100994951795,43.112116323336295,0.5319744409469541,0.0,2.8404083887662996
2024-08-26,55.34247487377287,58.69447013500752,48.11016519192245,0.3308981240006773,0.0,6.219790596091494
2024-08-27,44.25230495886919,46.64044716671241,38.41413938646849,0.26823786266328253,0.0,0.8454096493629667
2024-08-28,45.59761340907592,49.486390175395684,40.53429264557711,0.0,0.0,2.2987842965370495
2024-08-29,53.206492255714316,58.4364078552,46.9118285471595,0.0,0.0,3.8239995859531906
2024-08-30,46.12939217422683,51.88353321653885,42.19923363832825,0.0,0.0,1.9060793605137694
2024-08-31,45.88392360526251,49.16423925187313,41.579168872685194,0.0,0.0,4.02734217976757
2024-09-01,56.794318920693584,63.06369104217016,51.67450132266334,0.0,0.0,5.294111891654929
2024-09-02,50.077873052665225,52.35324188406335,47.38413179586398,0.0,0.0,6.28118632066938
2024-09-03,50.606909663293145,54.69028908916324,43.49621109242767,0.7518919119328968,0.0,2.1145624989236618
2024-09-04,50.29152351042908,55.45506624627817,48.080720976932405,0.9254220984008361,0.0,3.3674197957388583
2024-09-05,54.02659046692942,60.995433781920575,49.34503801204427,0.0,0.0,5.061116411862574
2024-09-06,49.351569490850025,55.936330842290275,43.106379067718215,0.0,0.0,6.088552923170914
2024-09-07,58.54594873533681,64.30209993402343,53.490112162344374,0.0,0.0,2.2429691876217817
2024-09-08,55.95730216295238,60.3385479396792,49.70924397147786,0.0,0.0,4.631465013180751
2024-09-09,54.0214753281928,61.70504770787878,46.56618263971433,0.22143964539245228,0.0,3.8069670887517058
2024-09-10,53.00366168197873,55.73401930237292,46.09486961132994,0.3739166244244965,0.0,3.9929392910067896
2024-09-11,55.468499362853976,63.0904457920593,51.59734820630517,0.0,0.0,2.8385072184301525
2024-09-12,58.76349224769934,64.58969214159728,55.25602821686256,0.0,0.0,4.270235836188214
2024-09-13,63.97452684548993,70.24870354700698,58.74455985549007,0.0,0.0,13.267305522283388
2024-09-14,61.141736077528684,65.73917103692926,59.03466541203433,0.39190947657480246,0.0,3.258199212673427
2024-09-15,60.14984138152254,65.213123665021,55.056278826564636,0.0,0.0,4.624988245852673
2024-09-16,57.73829899284271,63.47464381948052,55.637448718161764,0.0,0.0,4.758399797535748
2024-09-17,61.80688156796197,66.08897017142563,56.13108416497946,0.0,0.0,1.2132531244911662
2024-09-18,57.57237187903293,63.57754124354201,51.5904461300491,0.0,0.0,7.395829816665167
2024-09-19,60.111373907473045,62.69093460401975,56.16046800904587,0.0,0.0,5.186999876728791
2024-09-20,63.13366502083414,68.33616182028764,58.21029255073506,0.0,0.0,9.646987176353631
2024-09-21,61.949336835232636,64.53842025596867,54.98323284747548,0.0,0.0,0.7597678467795465
2024-09-22,58.64381080759434,63.244586313625675,51.50842857516616,0.0,0.0,2.9921504124261302
2024-09-23,56.549727724800206,64.34993643483266,51.551674435056434,0.11520037063953441,0.0,0.7755783575135756
2024-09-24,63.1638339218134,65.95515007273238,55.79928922245257,0.0,0.0,2.953377611539982
2024-09-25,62.57553266561201,70.01250002404574,57.69480034243035,1.7192478101489377,0.0,1.4874108967568171
2024-09-26,65.47470544188182,69.50836188301498,62.430739467513824,0.0,0.0,1.425602057658259
2024-09-27,63.3721996298411,67.72253188526733,60.540028044891564,0.0,0.0,6.369537557103937
2024-09-28,62.574106353415566,66.7224532972524,55.07469831420922,0.0,0.0,5.2285849091066146
2024-09-29,67.38942190174298,74.6262249950567,64.29929537694375,0.0,0.0,3.853032587230187
2024-09-30,67.73143562679125,71.38099632602751,62.32433222244552,0.0,0.0,3.823634099168399
2024-10-01,58.92992417835231,63.66705839981784,55.723557717895034,0.0,0.0,3.909399830050057
2024-10-02,61.2150905951259,67.51116290525033,57.135630113565384,0.0,0.0,1.893598187699146
2024-10-03,66.67664662271906,68.83498836373349,64.0465707806415,0.65358973075849,0.0,21.38630680330785
2024-10-04,66.6057551521709,71.35273278255889,64.56411700736628,0.0,0.0,1.5141652597747186
2024-10-05,66.75430871437045,72.4536008364286,62.25471895496244,0.0,0.0,4.407597036035379
2024-10-06,70.30017414798805,72.65778455200552,64.43051542255361,0.7966274196261454,0.0,2.2896426073205616
2024-10-07,74.38715115202723,81.49023627826729,68.4987568138327,0.16639382029961614,0.0,1.4029938280647685
2024-10-08,65.75760625451422,69.5555013281775,63.31804762269873,0.0,0.0,4.9989365250798015
2024-10-09,69.1595568852834,76.7376335443886,63.64910833001086,0.0,0.0,8.914971934707502
2024-10-10,69.79483956473203,74.00032977826588,67.57731816310377,0.14495469778348968,0.0,3.0084498579239947
2024-10-11,70.99430234881793,77.09512400464081,64.37986334029677,0.0,0.0,1.3109595374008796
2024-10-12,67.21335704973858,73.80063166601204,64.66442342980862,0.0,0.0,2.5377406862852725
2024-10-13,72.7906852331724,79.11120905004456,66.83763502576531,0.0,0.0,8.178720796892632
2024-10-14,72.00073531106577,74.88936193051181,64.7148792748286,0.0,0.0,1.7134757309322055
2024-10-15,78.50753632361238,82.85840525439437,73.62607715036195,0.25126477833941185,0.0,6.256681138220217
2024-10-16,74.04329845323154,81.57593465185451,66.48023167835328,0.0,0.0,2.119716734396961
2024-10-17,71.2829863802937,75.05868207188365,69.0522950935687,0.24351990758841588,0.0,2.824306005080129
2024-10-18,69.38633691979278,77.3641058745869,64.29073440519458,0.0,0.0,1.3397178134970666
2024-10-19,74.07458255936034,80.93832464716154,71.00473973028129,1.2998844462038246,0.0,8.39445503842082
2024-10-20,72.60732267699521,80.03011128916131,69.17913819317009,0.0,0.0,9.917722344736811
2024-10-21,74.0702094545702,78.91611364468346,67.08929645499941,0.0558527441575626,0.0,0.9104387586932483
2024-10-22,76.86008135315132,83.55295583276697,70.79404676820515,0.0,0.0,4.289906790511465
2024-10-23,77.00689021676115,80.04211837917266,70.16712301354326,0.0,0.0,5.900520369621522
2024-10-24,77.35892049167813,80.71228820902289,70.83213709591789,0.0,0.0,3.7539137015510367
2024-10-25,81.42591791518358,88.8022991202895,79.1850097653078,0.0,0.0,1.6792473625894355
2024-10-26,78.94129880052692,84.89394743622807,73.44972913617742,0.0,0.0,6.825826442516586
2024-10-27,86.32242605685535,92.82972669750272,83.38751768206134,0.6967626598107789,0.0,0.7070776208215717
2024-10-28,79.12665884180771,87.12133686094755,71.71298674548993,0.6388596091788863,0.0,7.66914502295519
2024-10-29,77.87861371990186,85.09516070979929,72.58538129519133,0.34488455349489455,0.0,2.4873741932210276
2024-10-30,75.06051500251884,79.65794633504265,68.06669537120604,1.398175529552077,0.0,2.438966285010636
2024-10-31,76.05688535881359,80.68702061254818,71.14593454867473,0.0,0.0,4.683587982029733
2024-11-01,83.16422947280235,89.06971992327084,79.16115060157517,0.36790589491486925,0.0,6.917420071727684
2024-11-02,82.82981372244487,89.2556092118294,78.59904248752099,0.0,0.0,7.698477245722283
2024-11-03,81.04847245206355,86.74762604550591,78.77696456933829,0.0,0.0,3.731169577236957
2024-11-04,81.0741752181607,84.3187169821268,75.75173759951728,0.0,0.0,2.3234523572953125
2024-11-05,79.50930464052715,83.73660115875906,75.88743362390885,0.16847715195025129,0.0,1.806959897759993
2024-11-06,82.09276326124234,89.50588468168218,75.27807401823993,0.0,0.0,0.5747344846069984
2024-11-07,83.3768953387715,86.53410366326268,79.08594130374117,0.8704366239854855,0.0,2.5667582633912946
2024-11-08,77.36262655206704,83.8621488152755,71.88143383277725,0.0,0.0,3.9121726107861052
2024-11-09,85.99509222763895,93.13532687682267,81.75790652430788,0.2679266132323567,0.0,1.087532379278114
2024-11-10,78.13606377948959,84.74158511791474,71.00229113296943,0.6955252083739933,0.0,12.110553443668705
2024-11-11,85.62134923750719,88.70277899357546,82.3508605920747,0.0,0.0,5.449916239452994
2024-11-12,84.86315887520817,88.7664880210493,78.88405804849,0.0,0.0,2.278218014371894
2024-11-13,86.25442238226138,93.92454796715072,83.4288364917778,0.0,0.0,5.967653219849477
2024-11-14,83.80764424973997,87.72755682705755,78.18026762644652,0.0,0.0,3.046012827674784
2024-11-15,91.20240040750261,98.66592623034329,87.91030860803558,0.5308273740490755,0.0,1.9811741995980379
2024-11-16,88.63884309014702,95.23433035716144,84.84323011464134,0.8473954369343714,0.0,0.6860302461871529
2024-11-17,88.74708254910064,96.44062064669635,84.38710182114987,0.0,0.0,7.122480986958769
2024-11-18,86.6538590108081,91.08729590545678,79.29588606067207,0.0,0.0,1.8324648811567332
2024-11-19,87.3081948618624,92.44007366081358,80.97681465327474,0.0,0.0,2.598941974315436
2024-11-20,90.52770342795345,92.72061228196772,83.0530102080184,0.4848356156985775,0.0,1.7038631390234598
2024-11-21,92.10739248279974,94.9988839076705,87.92588761509683,0.0,0.0,8.943025409363415
2024-11-22,92.72411957396065,98.1952239176087,87.08123201206337,0.0,0.0,2.768667820695653
2024-11-23,88.70057365702228,90.88597098778921,82.70975252269999,1.042308003115916,0.0,5.5142300399227056
2024-11-24,89.31895527264518,91.53734649098028,84.97869101406869,0.04123666148466256,0.0,2.5622200512627034
2024-11-25,90.44409077854985,93.63902882768103,85.78556359937178,0.1473697510990954,0.0,2.395016967986039
2024-11-26,88.96030056516793,93.50889425338629,85.62375000420445,0.38583650672580455,0.0,6.762827496183127
2024-11-27,87.90534895289136,90.81205347765587,83.7755403221429,0.5803251293245496,0.0,5.020201747934045
2024-11-28,90.81264435128614,96.03844948988424,86.5689106452075,0.0,0.0,3.5309840459560267
2024-11-29,92.00589789586287,94.27750868979469,85.13468802946909,0.10848621100525159,0.0,1.8898677526868861
2024-11-30,92.42216532948902,96.51165883740053,85.69943626134655,0.10219846713430962,0.0,4.8863478279411545
2024-12-01,90.8819502577585,94.98086612173307,88.4638427830711,0.16906587477559498,0.0,7.7415428775332025
2024-12-02,89.38425018642948,93.24591233698732,83.2080006490344,0.0,0.0,2.035773017020643
2024-12-03,93.09820758043547,96.83150965241929,89.297824280429,0.0,0.0,2.309975657749711
2024-12-04,93.037605662762,97.8800143756386,90.35254649670007,1.3643322308920063,0.0,5.850008976998614
2024-12-05,89.30376635718372,92.1436855968192,82.7567681112044,0.0,0.0,0.8619555550448279
2024-12-06,95.1257145663816,100.55925449966765,89.90609603822904,0.0,0.0,5.444379375480799
2024-12-07,94.76899666990191,100.71538482986705,88.73448619082818,0.0,0.0,2.168270106098857
2024-12-08,92.56608511740282,98.21822050609966,88.33338519647842,0.0,0.0,3.8552683114503745
2024-12-09,89.12297932843066,93.29138084982372,84.83748377668,0.2053606677496483,0.0,4.250438035508768
2024-12-10,89.42909106104673,93.97175327402395,82.94017274597235,0.0,0.0,4.9944167395853265
2024-12-11,94.55239609986202,102.19077593994159,90.71716446998492,0.0,0.0,5.048224863916605
2024-12-12,91.84190006250945,97.78645036372752,86.89306463061318,0.0617475156541202,0.0,3.637075261197845
2024-12-13,92.75674235513372,97.10493151545445,86.2438063258144,0.4008553087470368,0.0,0.5817144745806142
2024-12-14,90.3448001211814,94.5960363950904,87.0293272902218,0.3181898815166432,0.0,2.0930316183398627
2024-12-15,96.34518463132545,99.16405983348128,88.76635560534928,0.0,0.0,0.6443238361322395
2024-12-16,88.33546580458398,95.49652527409229,81.42941057549349,0.9364518884543733,0.0,3.425398040423033
2024-12-17,93.99470001134613,101.41039166824247,90.52419583450147,0.0,0.0,3.618062110976172
2024-12-18,95.3215868784039,100.5909928886464,91.03844571953796,0.9956160846734129,0.0,9.62251580641062
2024-12-19,96.20147784177954,102.62047635359667,90.6168054928159,0.0,0.0,4.96391725907407
2024-12-20,95.91344434083402,102.7184923962666,88.65808535577217,0.24713319321315041,0.0,4.668311718136051
2024-12-21,90.9004239540676,98.38599243390709,87.20603988957933,0.0,0.0,1.7759574433846652
2024-12-22,93.40515887354167,98.41075714588192,89.35342289207009,0.011691673801895763,0.0,6.85665867324982
2024-12-23,92.48392162875996,100.11169730524404,85.38132539909762,0.0,0.0,0.475475648054533
2024-12-24,91.2673577154062,98.18327694069545,83.3377149130786,0.17327791619398042,0.0,9.550416455041542
2024-12-25,89.56016691722775,92.29080649349982,86.69008362748997,0.0,0.0,2.185196435809557
2024-12-26,96.3252877605315,101.38493972369471,89.65070544603851,0.0,0.0,5.151084750561848
2024-12-27,98.46806285828484,105.37944712817237,93.03806716221418,0.7061829416926211,0.0,3.313439028524032
2024-12-28,93.2459754061132,101.23784515104573,88.07384705775738,0.17517483650796156,0.0,4.303849727516304
2024-12-29,97.2820547654355,101.32030905937447,92.91211828793817,0.0,0.0,4.36591492572511
2024-12-30,96.60541993678562,100.02180630653376,92.19663474136331,0.0,0.0,5.816867384589055
2024-12-31,92.28739657701077,98.11301493845055,85.90590526728496,0.540361618766855,0.0,2.884086708913656
2025-01-01,94.65213473456448,96.80810096376378,91.27485540289847,0.07268086520098162,0.0,3.4758124937190136
2025-01-02,95.10698496506423,97.55493278804263,91.17664087494856,0.0835791449485739,0.0,1.4552992780089402
2025-01-03,97.17769685025729,103.71288764620455,89.463026986111,0.0,0.0,7.481018868967117
2025-01-04,95.25844325275435,102.48276551000497,90.47427944912289,0.10941154544036852,0.0,6.857419609024979
2025-01-05,89.66079780849297,96.72252697896236,82.28765380691918,0.0,0.0,5.1352832195274924
2025-01-06,100.33367720989087,105.56610720095333,92.65451894419785,0.0,0.0,1.5937766597547391
